Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
526614,Expo Gas Containers Ltd.,EXPOGAS,EXPO GAS CONTAINERS LTD.,Active,XT,4.00,INE561D01025,Other Industrial Products,Equity,Industrials,General Industrials,General Industrials,Other Industrial Products,
526616,National Plastic Industries Ltd.,NATPLAS,NATIONAL PLASTIC INDUSTRIES LTD.,Active,X ,10.00,INE233D01013,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
526622,MFL India Ltd,MFLINDIA,MFL INDIA LTD.,Active,XT,1.00,INE244C01020,Transportation - Logistics,Equity,Industrials,Transportation,Transport Services,Logistics,
526628,Ajwa Fun World & Resorts Ltd,AJWAFUN,AJWA FUN WORLD & RESORT LTD.,Active,P ,10.00,INE863E01015,Other Leisure Facilities,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Other Leisure Facilities,
526638,Texel Industries Ltd.,TEXELIN,TEXEL INDUSTRIES LTD.,Active,X ,10.00,INE594V01028,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
526640,Royale Manor Hotels & Industries Lt,RAYALEMA,ROYALE MANOR HOTELS & INDUSTRIES LTD.,Active,XT,10.00,INE008C01011,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels,
526642,Mirza International  Limited,MIRZAINT,MIRZA INTERNATIONAL LTD.,Active,B ,2.00,INE771A01026,Footwear,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Footwear,
526650,Tourism Finance Corpn. Of India Ltd,TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.,Active,B ,10.00,INE305A01015,Financial Institutions,Equity,Finance,Other Financial Services,Other Financial Services,Financial Institutions,
526654,Thakker's Developers Ltd.,THAKDEV,THAKKERS DEVELOPERS LTD.,Active,X ,10.00,INE403F01017,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
526662,"Rajdarshan Industries Ltd.,",ARENTERP,RAJDARSHAN INDUSTRIES LTD.,Active,T ,10.00,INE610C01014,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,
526666,Bhartiya International Ltd.,BIL,BHARTIYA INTERNATIONAL LTD.,Active,B ,10.00,INE828A01016,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
526668,Kamat Hotels (India) ltd.,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,Active,B ,10.00,INE967C01018,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels,
526683,Hotel Rugby Ltd.,HOTELRUGBY,HOTEL RUGBY LTD.,Active,T ,10.00,INE275F01019,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels,
526687,Polo Hotels Ltd.,POLOHOT,POLO HOTELS LTD.,Active,Z ,10.00,INE084C01012,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels,
526703,Ecoplast Ltd.,ECOPLAST,ECOPLAST LTD.-$,Active,X ,10.00,INE423D01010,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
526705,Elegant Marbles & Grani Industries,ELEMARB,ELEGANT MARBLES & GRANI INDUSTRIES LTD.,Active,X ,10.00,INE095B01010,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
526711,Adarsh Plant Project Ltd.,ADARSHPL,ADARSH PLANT PROTECT LTD.,Active,X ,10.00,INE627D01016,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals,
526717,HCP PLASTENE BULKPACK LIMITED,HPBL,HCP Plastene Bulkpack Ltd,Active,Z ,10.00,INE136C01044,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
526721,Nicco Parks And Resorts Ltd.,NICCOPAR,NICCO PARKS & RESORTS LTD.-$,Active,X ,1.00,INE653C01022,Other Leisure Facilities,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Other Leisure Facilities,
526723,NTC INDUSTRIES LIMITED,NTCIND,NTC INDUSTRIES LTD.,Active,X ,10.00,INE920C01017,Cigarettes-Tobacco Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,
526725,Sandesh Ltd.,SANDESH,SANDESH LTD.,Active,B ,10.00,INE583B01015,Publishing,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Publishing,
526727,"Garnet Construction Ltd.,",GARNET,GARNET CONSTRUCTION LTD.,Active,X ,10.00,INE797D01017,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,
526729,Goldiam International Ltd.,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,Active,B ,10.00,INE025B01017,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
526731,"Bright Brothers Ltd.,",BRIGHTBR,BRIGHT BROTHERS LTD.-$,Active,X ,10.00,INE630D01010,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
526737,Corporate Courier and Cargo Ltd,CORPOCO,CORPORATE COURIER AND CARGO LTD.,Active,XT,10.00,INE871E01018,Transportation - Logistics,Equity,Industrials,Transportation,Transport Services,Logistics,
526739,Narmada Gelatines Ltd.,SHAWGELTIN,NARMADA GELATINES LTD.,Active,X ,10.00,INE869A01010,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
526747,P.G.Foils Ltd.,PGFOILQ,PG FOILS LTD.,Active,XT,10.00,INE078D01012,Aluminium,Equity,Basic Materials,Metals & Mining,Non-ferrous Metals,Aluminium,
526751,Gratex Industries Ltd.,GRATEXI,GRATEX INDUSTRIES LTD.,Active,XT,10.00,INE915E01013,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
526755,Velan Hotels Ltd.,VELHO,VELAN HOTELS LTD.,Active,X ,10.00,INE548D01014,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels,
526761,Howard Hotels Limited,HOWARHO,HOWARD HOTELS LTD.,Active,XT,10.00,INE931B01016,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels,
526775,Valiant Communications Ltd.,VALIANT,VALIANT COMMUNICATIONS LTD.-$,Active,XT,10.00,INE760B01019,Telecom Equipment,Equity,Telecom,Telecommunications Equipment,Telecommunications Equipment,Telecommunications Equipment,
526783,Dr.Agarwals Eye Hospital Ltd.,DRAGARWQ,DR.AGARWALS EYE HOSPITAL LTD.-$,Active,X ,10.00,INE934C01018,Healthcare Services,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Services,
526795,Mahasagar Travels Ltd.,MHSGRMS,MAHASAGAR TRAVELS LTD.,Active,ZP,10.00,INE007G01014,Surface Transportation,Equity,Industrials,Transportation,Transport Services,Surface Transportation,
526797,Greenply Industries Ltd,GREENPLY,GREENPLY INDUSTRIES LTD.,Active,A ,1.00,INE461C01038,Forest Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Forest Products,
526799,Union Quality Plastics Ltd.,UNQTYMI,UNION QUALITY PLASTICS LTD.,Active,XT,10.00,INE338N01019,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
526807,Seamec Ltd,SEAMECLTD,SEAMEC LTD.,Active,B ,10.00,INE497B01018,Shipping,Equity,Industrials,Transportation,Transport Services,Shipping,
526813,Raghunath International Ltd.,RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.,Active,XT,10.00,INE753B01014,Cigarettes-Tobacco Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,
526817,Cheviot Co.Ltd.,CHEVIOT,CHEVIOT CO.LTD.-$,Active,X ,10.00,INE974B01016,Jute & Jute Products,Equity,Basic Materials,Forest Materials,Jute & Jute Products,Jute & Jute Products,
526821,Dai-Ichi Karkaria Ltd.,DAICHI,DAI-ICHI KARKARIA LTD.-$,Active,X ,10.00,INE928C01010,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
526823,Rajeswari Infrastructure Limited,RAJINFRA,Rajeswari Infrastructure Limited,Active,X ,10.00,INE016C01014,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
526827,Spice Islands Apparels ltd.,SPICEISL,SPICE ISLANDS APPARELS LTD.-$,Active,XT,10.00,INE882D01017,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
526829,Confidence Petroleum India Limited,CONFIPET,CONFIDENCE PETROLEUM INDIA LTD.,Active,A ,1.00,INE552D01024,Oil Marketing & Distribution,Equity,Energy,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Marketing & Distribution,
526839,Shelter Infra Projects Limited,SIPL,SHELTER INFRA PROJECTS LTD.-$,Active,X ,10.00,INE413C01013,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,
526847,Ashirwad Steels & Industries  Ltd.,ASHSI,ASHIRWAD STEELS & INDUSTRIES LTD.,Active,X ,10.00,INE338C01012,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
526849,Banaras Beads Ltd.,BANARBEADS,BANARAS BEADS LTD.,Active,B ,10.00,INE655B01011,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
526851,Arex Industries Ltd.,AREXMIS,AREX INDUSTRIES LTD.,Active,X ,10.00,INE480H01011,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
526853,Bilcare Ltd.,BI,BILCARE LTD.-$,Active,X ,10.00,INE986A01012,Healthcare Supplies,Equity,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare Supplies,
526859,ISF LIMITED,ISFL,ISF LIMITED,Active,XT,1.00,INE973B01026,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
526861,Rishi Laser  Ltd.,RISHILASE,RISHI LASER LTD.,Active,X ,10.00,INE988D01012,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
526865,Jainco Projects (India) Ltd.,JAINCO,JAINCO PROJECTS (INDIA) LTD.,Active,XT,10.00,INE966C01010,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
526871,Intec Capital Limited,INTECCAP,INTEC CAPITAL LTD.,Active,X ,10.00,INE017E01018,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
526873,Rajasthan Gases Ltd.,RAJGASES,RAJASTHAN GASES LTD.,Active,XT,3.00,INE184D01026,Oil Marketing & Distribution,Equity,Energy,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Marketing & Distribution,
526877,Siddheswari Garments Ltd.,SIDDHEGA,SIDDHESWARI GARMENTS LTD.,Active,XT,10.00,INE797C01019,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
526881,63 Moons Technologies Limited,63MOONS,63 Moons Technologies Ltd,Active,T ,2.00,INE111B01023,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software,
526885,Sarla Performance Fibers Ltd,SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$,Active,B ,1.00,INE453D01025,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
526887,Indo Credit Capital Ltd.,INDOCRED,INDO CREDIT CAPITAL LTD.,Active,XT,10.00,INE147D01015,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
526891,Market Creators Ltd.,MKTCREAT,MARKET CREATORS LTD.,Active,XT,10.00,INE944C01017,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
526899,HIMALAYA FOOD INTERNATIONAL LIMITED,HFIL,Himalaya Food International Ltd,Active,X ,10.00,INE552B01010,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
526905,Padmanabh Industries Limited,PADMAIND,Padmanabh Industries Limited,Active,XT,10.00,INE743D01011,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
526921,Twentyfirst Century Management Serv,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,Active,B ,10.00,INE253B01015,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
526931,Hariyana Ship Breakers Ltd.,HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$,Active,X ,10.00,INE400G01011,Other Industrial Goods,Equity,Industrials,Capital Goods,Machinery,Other Industrial Goods,
526935,ARUNIS ABODE LIMITED,ARUNIS,Arunis Abode Ltd,Active,XT,10.00,INE377D01018,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
526945,Tyroon Tea Co. Ltd.,TYROON,TYROON TEA CO.LTD.,Active,X ,10.00,INE945B01016,Tea & Coffee,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Tea & Coffee,
526947,La Opala RG Ltd.,LAOPALA,LA OPALA RG LTD.,Active,A ,2.00,INE059D01020,Houseware,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Houseware,
526951,Stylam Industries Limited,STYLAMIND,Stylam Industries Limited,Active,B ,5.00,INE239C01020,Forest Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Forest Products,
526953,Venus Remedies Ltd.,VENUSREM,VENUS REMEDIES LTD.,Active,B ,10.00,INE411B01019,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
526959,Woodsvilla Limited,WOODSVILA,WOODSVILLA LTD.,Active,XT,5.00,INE374J01020,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels,
526961,Trans Financial Resources Ltd,TRANSFIN,TRANS FINANCIAL RESOURCES LTD.,Active,XT,10.00,INE404B01014,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
526965,Gujarat Craft Industries Ltd.,GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,Active,X ,10.00,INE372D01019,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
526967,Heera Ispat Ltd.,HEERAISP,HEERA ISPAT LTD.,Active,Z ,10.00,INE025D01013,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
526971,Dhoot Industrial Finance Ltd.,DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,Active,X ,10.00,INE313G01016,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
526977,Crimson Metal Engineering Company Ltd,CRIMSON,Crimson Metal Engineering Company Ltd,Active,P ,10.00,INE318P01016,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
526981,SHRI BAJRANG ALLIANCE LIMITED,SHBAJRG,Shri Bajrang Alliance Ltd,Active,X ,10.00,INE402H01015,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,
526983,Ashoka Refineries Ltd.,ASHOKRE,ASHOKA REFINERIES LTD.,Active,P ,10.00,INE760M01016,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
526987,Urja Global Limited,URJAGLOBA,URJA GLOBAL LTD.,Active,T ,1.00,INE550C01020,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
527001,Ashapura Minechem Ltd,ASHAPURMIN,ASHAPURA MINECHEM LTD.,Active,B ,2.00,INE348A01023,Mining,Equity,Basic Materials,Metals & Mining,Mining,Mining,
527005,Shree Pacetronix Ltd,SHREEPAC,SHREE PACETRONIX LTD.,Active,X ,10.00,INE847D01010,Healthcare Supplies,Equity,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare Supplies,
530001,"Gujarat Alkalis & Chemicals Ltd.,",GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.,Active,A ,10.00,INE186A01019,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
530005,"India Cements Ltd.,",INDIACEM,INDIA CEMENTS LTD.,Active,A ,10.00,INE383A01012,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
530007,JK Tyre & Industries Ltd.,JKTYRE,JK TYRE & INDUSTRIES LTD.,Active,A ,2.00,INE573A01042,Auto Tyres & Rubber Products,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Tyres & Rubber Products,
530011,Mangalore Chemicals & Fertilisers L,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,Active,B ,10.00,INE558B01017,Fertilizers,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Fertilizers,
530017,Standard Industries Ltd.,SIL,STANDARD INDUSTRIES LTD.,Active,T ,5.00,INE173A01025,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
530019,JUBILANT PHARMOVA LIMITED,JUBLPHARMA,Jubilant Pharmova Ltd,Active,A ,1.00,INE700A01033,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
530023,THE INVESTMENT TRUST OF INDIA LIMITED,THEINVEST,The Investment Trust Of India Ltd,Active,B ,10.00,INE924D01017,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530025,Samyak International Limited,SAMYAKINT,SAMYAK INTERNATIONAL LTD.,Active,XT,10.00,INE607G01011,Misc.Commercial Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Diversified Commercial Services,
530027,Aadi Industries Ltd,AADIIND,AADI INDUSTRIES LTD.,Active,X ,10.00,INE563D01013,Fibres & Plastics,Equity,Basic Materials,Chemicals & Petrochemicals,Petrochemicals,Fibers & Plastics,
530035,Santosh Fine-Fab Ltd.,SANTOSHF,SANTOSH FINE-FAB LTD.,Active,XT,10.00,INE612D01018,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
530037,Sree Jayalakshmi Autospin Ltd.,SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.,Active,XT,10.00,INE618F01010,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
530043,Acknit Industries Ltd,ACKNIT,ACKNIT INDUSTRIES LTD.,Active,X ,10.00,INE326C01017,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
530045,Titan Securities Ltd.,TITANSEC,TITAN SECURITIES LTD.,Active,X ,10.00,INE090D01017,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530053,REAL ECO-ENERGY LIMITED,REALECO,Real Eco-Energy Ltd,Active,X ,10.00,INE055E01026,Oil Marketing & Distribution,Equity,Energy,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Marketing & Distribution,
530057,Vivanza Biosciences Limited,VIVANZA,Vivanza Biosciences Ltd,Active,XT,10.00,INE984E01027,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
530063,Yashraj Containeurs Ltd.,YASHRAJC,YASHRAJ CONTAINEURS LTD.,Active,XT,10.00,INE095C01018,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
530065,Lords Ishwar Hotels Limited,LORDSHOTL,Lords Ishwar Hotels Limited,Active,XT,10.00,INE689J01013,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels,
530067,CSL Finance Limited,CSLFINANCE,CSL Finance Ltd,Active,X ,10.00,INE718F01018,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530073,Sanghvi Movers Ltd.,SANGHVIMOV,SANGHVI MOVERS LTD.,Active,B ,2.00,INE989A01024,Transport Related Services,Equity,Industrials,Transportation,Transport Services,Transport Related Services,
530075,Selan Exploration Technology Ltd.,SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,Active,B ,10.00,INE818A01017,Exploration & Production,Equity,Energy,Oil & Gas,Oil & Gas Producers,Exploration & Production,
530077,Freshtrop Fruits Ltd.,FRSHTRP,FRESHTROP FRUITS LTD.,Active,X ,10.00,INE795D01011,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
530079,Faze Three Ltd.,FAZE3Q,FAZE THREE LTD.-$,Active,X ,10.00,INE963C01033,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
530095,PRADHIN LIMITED,PRADHIN,Pradhin Ltd,Active,X ,10.00,INE656B01019,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
530109,ANUPAM FINSERV LIMITED,ANUPAM,Anupam Finserv Ltd,Active,XT,1.00,INE069B01023,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530111,Raj Packaging Industries Ltd.,RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,Active,X ,10.00,INE639C01013,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
530117,PRIVI SPECIALITY CHEMICALS LIMITED,PRIVISCL,Privi Speciality Chemicals Ltd,Active,A ,10.00,INE959A01019,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
530119,Natraj Proteins Ltd.,NATRAJPR,NATRAJ PROTEINS LTD.,Active,XT,10.00,INE444D01016,Edible Oils,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Edible Oils,
530125,Samrat Pharmachem Ltd.,SAMRATPH,SAMRAT PHARMACHEM LTD.-$,Active,X ,10.00,INE103E01016,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
530127,NPR Finance Ltd.,NPRFIN,NPR FINANCE LTD.,Active,X ,10.00,INE446D01011,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
530129,Nile Ltd.,NILE,NILE LTD.,Active,X ,10.00,INE445D01013,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
530131,Udaipur Cement Works Limited,UDAICEMENT,UDAIPUR CEMENT WORKS LTD.,Active,B ,4.00,INE225C01029,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
530133,Amco India Ltd.,AMCOIND,AMCO INDIA LTD.-$,Active,X ,10.00,INE924B01011,Fibres & Plastics,Equity,Basic Materials,Chemicals & Petrochemicals,Petrochemicals,Fibers & Plastics,
530135,Optiemus Infracom Limited,OPTIEMUS,Optiemus Infracom Ltd,Active,B ,10.00,INE350C01017,Telecom Equipment,Equity,Telecom,Telecommunications Equipment,Telecommunications Equipment,Telecommunications Equipment,
530139,Kreon Finnancial Services Limited,KREONFIN,KREON FINNANCIAL SERVICES LTD.,Active,XT,10.00,INE302C01018,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530141,Gyan Developers & Builders Ltd.,GYANDEV,GYAN DEVELOPERS & BUILDERS LTD.,Active,XT,10.00,INE487G01018,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
530145,Kisan Mouldings Ltd.,KISAN,KISAN MOULDINGS LTD.-$,Active,X ,10.00,INE017C01012,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
530151,Vijay Textiles Ltd.,VIJAYTX,VIJAY TEXTILES LTD.,Active,X ,10.00,INE256G01033,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
530161,Garodia Chemicals Ltd.,GARODCH,GARODIA CHEMICALS LTD.,Active,P ,10.00,INE236P01010,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
530163,Kerala Ayurveda Limited,KERALAYUR,KERALA AYURVEDA LTD.,Active,X ,10.00,INE817B01025,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
530167,Moongipa Capital Finance Ltd.,MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,Active,XT,10.00,INE153K01018,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
530169,Mohit Paper Mills Ltd.,MOHITPPR,MOHIT PAPER MILLS LTD.,Active,XT,10.00,INE388C01017,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
530171,Daulat Securities Ltd.,DAULAT,DAULAT SECURITIES LTD.,Active,X ,10.00,INE108C01019,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
530173,Oscar Global Ltd,OSCARGLO,OSCAR GLOBAL LTD.,Active,X ,10.00,INE473F01010,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
530175,Odyssey Technologies Ltd.,ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$,Active,X ,10.00,INE213B01019,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products,
